QUEST_LV_0100_20150317_000001	Страж
QUEST_LV_0100_20150317_000238	Ах, доклад.{nl}Итак, вы видите, те Siaulagos делали что-то странное в поставки, {nl}затем они начали убегать, когда Sparnas появился.{nl}
QUEST_LV_0100_20150317_000239	Я заметил те Siaulagos как они убегали, так что я сражался с ними...{nl}и как видите, я проиграл. В докладе, я имею в виду.{nl}разве они не в боли дело??
QUEST_LV_0100_20150317_000240	Если вы нашли отчет, пожалуйста, передайте его Luders сразу.{nl}хотя я с ужасом думаю о том, что эти ублюдки сделали с нашим поставкам.
QUEST_LV_0100_20150317_000241	Да. Увидев отчете Moody's, я уверен, что они что-то наши запасы, чтобы заманить {nl}Sparnas. Возможно, некоторые старые зерна, птицы сходят с ума по.
QUEST_LV_0100_20150317_000242	The soldiers on patrol found the place where the Siaulambs' stolen goods are stored.{nl}How about we steal them back?{nl}Let's make it known that we're not as weak as they think.{nl}
QUEST_LV_0100_20150317_000243	Вы должны бороться с огнем с помощью огня.{nl}мы будем продолжать атаковать, пока они полностью осознают, что они совершили ошибку.
QUEST_LV_0100_20150317_000244	Я надеюсь, что мы не будем беспокоить отныне.{nl}спасибо за ваши усилия.
QUEST_LV_0100_20150317_000245	Расположение Ziedo пруд.{nl}я слышал есть много Siaulambs, так что будьте осторожны.
QUEST_LV_0100_20150317_000246	Я больше ничего не слышал о епископе мечта.{nl}к сожалению, я не могу ничем помочь.
QUEST_LV_0100_20150317_000247	Клайпеда Гвардии Капитан
QUEST_LV_0100_20150317_000248	Идите вперед до Клайпеды.{nl}командир Uska ждет вас в Клайпеде центральной площади.{nl}я слышал, что епископ тоже приснился сон о богине... она появляется беспокойство тот день.
QUEST_LV_0100_20150317_000249	Клайпеда Охранник
QUEST_LV_0100_20150317_000250	Спасибо Вам за ваш путь сюда.{nl}если есть еще столько осталось даже после того, как сэр Титас справился сам, можешь представить как {nl}это было раньше??
QUEST_LV_0100_20150317_000251	Наемник Тоби
QUEST_LV_0100_20150317_000252	Do you want to do a simple task for me?{nl}I'm a known face so it will be hard for me to do it myself.
QUEST_LV_0100_20150317_000253	Если Вы не хотите, тогда вам не придется.{nl}есть много людей вокруг, которые могут сделать это.
QUEST_LV_0100_20150317_000254	Вы прошли.{nl}сила, которой вы владеете, огромные.
QUEST_LV_0100_20150317_000255	Это определенно стоит он.{nl}даже если Король потратил все свои активы здания Мавзолея, его размер огромен.
QUEST_LV_0100_20150317_000256	Судя по этому, эти оборудования не допускаются.{nl}не оставлять их валяться.{nl}
QUEST_LV_0100_20150317_000257	Ладно. Принеси мне все больше доказательств того, что эти люди делают подделки.{nl}сделать все возможное.
